Epoch,Episodio,Agente,Acción,Board,Reward,RewardAcum
58,41,X,3,"['O', ' ', 'O', 'X', 'X', ' ', ' ', ' ', 'X']",0.0,0.0
58,41,X,7,"['O', ' ', 'O', 'X', 'X', ' ', 'O', 'X', 'X']",0.0,0.0
58,41,X,1,"['O', 'X', 'O', 'X', 'X', 'O', 'O', 'X', 'X']",0.0,0.0
58,42,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,42,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",1.0,1.0
58,42,O,3,"['O', ' ', ' ', 'O', ' ', 'X', 'X', ' ', 'O']",0.0,1.0
58,42,O,7,"['O', 'X', ' ', 'O', ' ', 'X', 'X', 'O', 'O']",0.0,1.0
58,42,O,2,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']",0.0,1.0
58,43,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,43,X,0,"['X', ' ', ' ', ' ', 'X', 'O', ' ', ' ', ' ']",0.0,0.0
58,43,X,1,"['X', 'X', ' ', ' ', 'X', 'O', 'O', ' ', ' ']",0.0,0.0
58,43,X,8,"['X', 'X', ' ', 'O', 'X', 'O', 'O', ' ', 'X']",0.0,0.0
58,44,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,44,O,2,"['O', ' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,1.0
58,44,O,4,"['O', 'X', 'O', ' ', 'O', 'X', ' ', ' ', ' ']",0.0,1.0
58,44,O,6,"['O', 'X', 'O', 'X', 'O', 'X', 'O', ' ', ' ']",0.0,1.0
58,45,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,45,X,4,"['X', ' ', ' ', 'O', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,45,X,2,"['X', 'O', 'X', 'O', 'X', ' ', ' ', ' ', ' ']",1.0,1.0
58,45,X,8,"['X', 'O', 'X', 'O', 'X', ' ', 'O', ' ', 'X']",1.0,2.0
58,46,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,46,O,7,"['O', ' ', 'X', ' ', ' ', ' ', ' ', 'O', ' ']",1.0,1.0
58,46,O,8,"['O', ' ', 'X', ' ', ' ', ' ', 'X', 'O', 'O']",0.0,1.0
58,47,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,47,X,4,"['X', ' ', ' ', 'O', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,47,X,7,"['X', ' ', 'O', 'O', 'X', ' ', ' ', 'X', ' ']",0.0,0.0
58,47,X,5,"['X', ' ', 'O', 'O', 'X', 'X', 'O', 'X', ' ']",0.0,0.0
58,47,X,1,"['X', 'X', 'O', 'O', 'X', 'X', 'O', 'X', 'O']",0.0,0.0
58,48,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,48,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,48,O,1,"['O', 'O', 'X', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,48,O,4,"['O', 'O', 'X', 'X', 'O', ' ', 'X', ' ', 'O']",0.0,0.0
58,49,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,49,X,1,"['X', 'X', 'O', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,49,X,6,"['X', 'X', 'O', ' ', ' ', 'O', 'X', ' ', ' ']",0.0,0.0
58,50,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,50,O,7,"['O', ' ', ' ', ' ', ' ', ' ', ' ', 'O', 'X']",0.0,0.0
58,50,O,1,"['O', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X']",0.0,0.0
58,50,O,5,"['O', 'O', ' ', ' ', 'X', 'O', 'X', 'O', 'X']",0.0,0.0
58,50,O,2,"['O', 'O', 'O', 'X', 'X', 'O', 'X', 'O', 'X']",1.0,1.0
58,51,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,51,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",1.0,1.0
58,51,X,6,"['X', ' ', 'O', 'O', ' ', ' ', 'X', 'X', ' ']",0.0,1.0
58,51,X,1,"['X', 'X', 'O', 'O', ' ', ' ', 'X', 'X', 'O']",0.0,1.0
58,52,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,52,O,7,"['O', ' ', 'X', ' ', ' ', ' ', ' ', 'O', ' ']",0.0,0.0
58,52,O,1,"['O', 'O', 'X', ' ', ' ', ' ', 'X', 'O', ' ']",0.0,0.0
58,52,O,3,"['O', 'O', 'X', 'O', ' ', 'X', 'X', 'O', ' ']",0.0,0.0
58,53,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,53,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",1.0,2.0
58,53,X,8,"['X', 'O', ' ', 'O', ' ', ' ', 'X', ' ', 'X']",0.0,2.0
58,53,X,7,"['X', 'O', 'O', 'O', ' ', ' ', 'X', 'X', 'X']",-1.0,1.0
58,54,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,54,O,3,"['O', ' ', ' ', 'O', ' ', ' ', ' ', ' ', 'X']",0.0,0.0
58,54,O,7,"['O', 'X', ' ', 'O', ' ', ' ', ' ', 'O', 'X']",0.0,0.0
58,54,O,2,"['O', 'X', 'O', 'O', ' ', 'X', ' ', 'O', 'X']",0.0,0.0
58,54,O,6,"['O', 'X', 'O', 'O', 'X', 'X', 'O', 'O', 'X']",0.0,0.0
58,55,X,1,"[' ', 'X', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,55,X,5,"[' ', 'X', ' ', ' ', 'O', 'X', ' ', ' ', ' ']",0.0,0.0
58,55,X,3,"[' ', 'X', ' ', 'X', 'O', 'X', ' ', ' ', 'O']",0.0,0.0
58,55,X,7,"[' ', 'X', 'O', 'X', 'O', 'X', ' ', 'X', 'O']",0.0,0.0
58,56,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,56,O,2,"['O', ' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
58,56,O,7,"['O', ' ', 'O', 'X', ' ', 'X', ' ', 'O', ' ']",0.0,0.0
58,57,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,57,X,5,"['X', ' ', ' ', ' ', ' ', 'X', 'O', ' ', ' ']",0.0,0.0
58,57,X,2,"['X', ' ', 'X', 'O', ' ', 'X', 'O', ' ', ' ']",0.0,0.0
58,57,X,8,"['X', ' ', 'X', 'O', ' ', 'X', 'O', 'O', 'X']",0.0,0.0
58,58,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,58,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,58,O,5,"['O', ' ', 'X', ' ', ' ', 'O', 'X', ' ', 'O']",0.0,0.0
58,59,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,59,X,3,"['X', ' ', 'O', 'X', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,59,X,7,"['X', ' ', 'O', 'X', ' ', ' ', ' ', 'X', 'O']",0.0,0.0
58,59,X,1,"['X', 'X', 'O', 'X', 'O', ' ', ' ', 'X', 'O']",0.0,0.0
58,60,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,60,O,2,"['O', ' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
58,60,O,1,"['O', 'O', 'O', ' ', ' ', 'X', ' ', ' ', 'X']",1.0,1.0
58,61,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,61,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
58,61,X,4,"['X', ' ', ' ', 'O', 'X', ' ', ' ', 'X', 'O']",0.0,0.0
58,61,X,2,"['X', ' ', 'X', 'O', 'X', 'O', ' ', 'X', 'O']",0.0,0.0
58,61,X,6,"['X', 'O', 'X', 'O', 'X', 'O', 'X', 'X', 'O']",0.0,0.0
58,62,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,62,O,8,"['O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,62,O,6,"['O', 'X', ' ', ' ', ' ', 'X', 'O', ' ', 'O']",0.0,0.0
58,62,O,7,"['O', 'X', ' ', ' ', 'X', 'X', 'O', 'O', 'O']",0.0,0.0
58,63,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,63,X,7,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O']",1.0,1.0
58,63,X,4,"['X', ' ', ' ', 'O', 'X', ' ', ' ', 'X', 'O']",0.0,1.0
58,63,X,1,"['X', 'X', ' ', 'O', 'X', 'O', ' ', 'X', 'O']",1.0,2.0
58,64,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,64,O,7,"['O', ' ', ' ', ' ', ' ', ' ', ' ', 'O', 'X']",0.0,0.0
58,64,O,1,"['O', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X']",0.0,0.0
58,64,O,2,"['O', 'O', 'O', 'X', ' ', ' ', 'X', 'O', 'X']",1.0,1.0
58,65,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,65,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",0.0,1.0
58,65,X,5,"['X', ' ', ' ', 'O', ' ', 'X', 'O', 'X', ' ']",0.0,1.0
58,65,X,8,"['X', ' ', 'O', 'O', ' ', 'X', 'O', 'X', 'X']",0.0,1.0
58,66,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,66,O,2,"['O', ' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ']",1.0,1.0
58,66,O,8,"['O', ' ', 'O', ' ', ' ', 'X', 'X', ' ', 'O']",0.0,1.0
58,66,O,1,"['O', 'O', 'O', ' ', 'X', 'X', 'X', ' ', 'O']",1.0,2.0
58,67,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,67,X,7,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O']",0.0,0.0
58,67,X,1,"['X', 'X', ' ', ' ', ' ', 'O', ' ', 'X', 'O']",0.0,0.0
58,67,X,2,"['X', 'X', 'X', ' ', 'O', 'O', ' ', 'X', 'O']",0.0,0.0
58,68,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,68,O,2,"['O', ' ', 'O', ' ', ' ', ' ', ' ', ' ', 'X']",0.0,1.0
58,68,O,4,"['O', ' ', 'O', ' ', 'O', ' ', 'X', ' ', 'X']",0.0,1.0
58,68,O,7,"['O', ' ', 'O', ' ', 'O', 'X', 'X', 'O', 'X']",0.0,1.0
58,68,O,1,"['O', 'O', 'O', 'X', 'O', 'X', 'X', 'O', 'X']",0.0,1.0
58,69,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,69,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
58,69,X,8,"['X', 'O', ' ', ' ', 'O', ' ', 'X', ' ', 'X']",0.0,0.0
58,69,X,5,"['X', 'O', ' ', 'O', 'O', 'X', 'X', ' ', 'X']",0.0,0.0
58,70,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,70,O,2,"['O', ' ', 'O', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,70,O,1,"['O', 'O', 'O', ' ', 'X', ' ', ' ', 'X', ' ']",0.0,0.0
58,71,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,71,X,8,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'O', 'X']",1.0,1.0
58,71,X,4,"['X', 'O', ' ', ' ', 'X', ' ', ' ', 'O', 'X']",0.0,1.0
58,72,O,8,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,72,O,6,"[' ', ' ', 'X', ' ', ' ', ' ', 'O', ' ', 'O']",1.0,1.0
58,72,O,1,"[' ', 'O', 'X', 'X', ' ', ' ', 'O', ' ', 'O']",0.0,1.0
58,72,O,5,"['X', 'O', 'X', 'X', ' ', 'O', 'O', ' ', 'O']",0.0,1.0
58,72,O,7,"['X', 'O', 'X', 'X', 'X', 'O', 'O', 'O', 'O']",1.0,2.0
58,73,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,73,X,1,"['X', 'X', 'O', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,73,X,5,"['X', 'X', 'O', ' ', ' ', 'X', 'O', ' ', ' ']",0.0,0.0
58,73,X,3,"['X', 'X', 'O', 'X', ' ', 'X', 'O', 'O', ' ']",0.0,0.0
58,74,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,74,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",1.0,1.0
58,74,O,2,"['O', 'X', 'O', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,1.0
58,74,O,4,"['O', 'X', 'O', ' ', 'O', 'X', 'X', ' ', 'O']",0.0,1.0
58,75,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,75,X,5,"['X', 'O', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,1.0
58,75,X,8,"['X', 'O', 'O', ' ', ' ', 'X', ' ', ' ', 'X']",0.0,1.0
58,75,X,7,"['X', 'O', 'O', 'O', ' ', 'X', ' ', 'X', 'X']",1.0,2.0
58,75,X,6,"['X', 'O', 'O', 'O', 'O', 'X', 'X', 'X', 'X']",1.0,3.0
58,76,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,76,O,2,"['O', ' ', 'O', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,76,O,3,"['O', 'X', 'O', 'O', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,76,O,6,"['O', 'X', 'O', 'O', 'X', 'X', 'O', ' ', ' ']",0.0,0.0
58,77,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,77,X,8,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'O', 'X']",0.0,1.0
58,77,X,2,"['X', 'O', 'X', ' ', ' ', ' ', ' ', 'O', 'X']",0.0,1.0
58,77,X,6,"['X', 'O', 'X', 'O', ' ', ' ', 'X', 'O', 'X']",0.0,1.0
58,78,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,78,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,78,O,2,"['O', ' ', 'O', ' ', ' ', 'X', 'X', ' ', 'O']",0.0,0.0
58,78,O,4,"['O', ' ', 'O', 'X', 'O', 'X', 'X', ' ', 'O']",0.0,0.0
58,79,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,79,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,1.0
58,79,X,7,"['X', ' ', ' ', ' ', 'O', ' ', 'O', 'X', 'X']",0.0,1.0
58,79,X,5,"['X', 'O', ' ', ' ', 'O', 'X', 'O', 'X', 'X']",0.0,1.0
58,80,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,80,O,5,"['O', ' ', ' ', ' ', ' ', 'O', ' ', 'X', ' ']",0.0,0.0
58,80,O,6,"['O', ' ', ' ', ' ', ' ', 'O', 'O', 'X', 'X']",1.0,1.0
58,80,O,3,"['O', ' ', ' ', 'O', 'X', 'O', 'O', 'X', 'X']",0.0,1.0
58,81,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,81,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
58,81,X,7,"['X', ' ', ' ', 'O', 'O', ' ', ' ', 'X', 'X']",0.0,0.0
58,81,X,6,"['X', 'O', ' ', 'O', 'O', ' ', 'X', 'X', 'X']",0.0,0.0
58,82,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,82,O,5,"['O', ' ', ' ', ' ', ' ', 'O', ' ', 'X', ' ']",0.0,0.0
58,82,O,8,"['O', ' ', ' ', ' ', 'X', 'O', ' ', 'X', 'O']",0.0,0.0
58,82,O,3,"['O', ' ', ' ', 'O', 'X', 'O', 'X', 'X', 'O']",1.0,1.0
58,83,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,83,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
58,83,X,3,"['X', ' ', 'O', 'X', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
58,83,X,1,"['X', 'X', 'O', 'X', 'O', ' ', ' ', 'O', 'X']",0.0,0.0
58,84,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,84,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,84,O,4,"['O', ' ', ' ', 'X', 'O', 'X', ' ', ' ', 'O']",0.0,0.0
58,85,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,85,X,1,"['X', 'X', 'O', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,85,X,5,"['X', 'X', 'O', ' ', ' ', 'X', ' ', 'O', ' ']",0.0,0.0
58,85,X,3,"['X', 'X', 'O', 'X', 'O', 'X', ' ', 'O', ' ']",1.0,1.0
58,86,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,86,O,8,"['O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,86,O,2,"['O', 'X', 'O', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,86,O,3,"['O', 'X', 'O', 'O', ' ', 'X', 'X', ' ', 'O']",0.0,0.0
58,86,O,7,"['O', 'X', 'O', 'O', 'X', 'X', 'X', 'O', 'O']",0.0,0.0
58,87,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,87,X,1,"['X', 'X', 'O', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,87,X,3,"['X', 'X', 'O', 'X', 'O', ' ', ' ', ' ', ' ']",0.0,0.0
58,87,X,5,"['X', 'X', 'O', 'X', 'O', 'X', ' ', 'O', ' ']",0.0,0.0
58,87,X,6,"['X', 'X', 'O', 'X', 'O', 'X', 'X', 'O', 'O']",1.0,1.0
58,88,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,88,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,0.0
58,88,O,1,"['O', 'O', ' ', ' ', ' ', 'X', 'X', ' ', 'O']",0.0,0.0
58,88,O,7,"['O', 'O', 'X', ' ', ' ', 'X', 'X', 'O', 'O']",0.0,0.0
58,88,O,4,"['O', 'O', 'X', 'X', 'O', 'X', 'X', 'O', 'O']",0.0,0.0
58,89,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,89,X,8,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', 'O', 'X']",0.0,0.0
58,89,X,3,"['O', ' ', ' ', 'X', 'X', ' ', ' ', 'O', 'X']",0.0,0.0
58,89,X,2,"['O', ' ', 'X', 'X', 'X', ' ', 'O', 'O', 'X']",0.0,0.0
58,89,X,1,"['O', 'X', 'X', 'X', 'X', 'O', 'O', 'O', 'X']",0.0,0.0
58,90,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
58,90,O,8,"['O', ' ', ' ', ' ', ' ', ' ', 'X', ' ', 'O']",0.0,1.0
58,90,O,5,"['O', ' ', 'X', ' ', ' ', 'O', 'X', ' ', 'O']",0.0,1.0
58,90,O,4,"['O', ' ', 'X', 'X', 'O', 'O', 'X', ' ', 'O']",0.0,1.0
58,91,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,91,X,7,"['X', ' ', ' ', ' ', ' ', 'O', ' ', 'X', ' ']",0.0,0.0
58,91,X,1,"['X', 'X', ' ', ' ', ' ', 'O', 'O', 'X', ' ']",0.0,0.0
58,91,X,4,"['X', 'X', ' ', 'O', 'X', 'O', 'O', 'X', ' ']",1.0,1.0
58,92,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,92,O,5,"['O', ' ', ' ', ' ', ' ', 'O', ' ', 'X', ' ']",0.0,0.0
58,92,O,4,"['O', ' ', ' ', 'X', 'O', 'O', ' ', 'X', ' ']",0.0,0.0
58,92,O,6,"['O', 'X', ' ', 'X', 'O', 'O', 'O', 'X', ' ']",0.0,0.0
58,92,O,8,"['O', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'O']",0.0,0.0
58,93,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,93,X,7,"['X', ' ', ' ', ' ', ' ', 'O', ' ', 'X', ' ']",0.0,0.0
58,93,X,6,"['X', ' ', 'O', ' ', ' ', 'O', 'X', 'X', ' ']",0.0,0.0
58,93,X,3,"['X', 'O', 'O', 'X', ' ', 'O', 'X', 'X', ' ']",0.0,0.0
58,94,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,94,O,8,"['O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,94,O,2,"['O', 'X', 'O', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
58,94,O,7,"['O', 'X', 'O', 'X', 'X', ' ', ' ', 'O', 'O']",0.0,0.0
58,94,O,5,"['O', 'X', 'O', 'X', 'X', 'O', 'X', 'O', 'O']",1.0,1.0
58,95,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,95,X,8,"['X', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,0.0
58,95,X,1,"['X', 'X', ' ', ' ', ' ', 'O', 'O', ' ', 'X']",0.0,0.0
58,95,X,4,"['X', 'X', 'O', ' ', 'X', 'O', 'O', ' ', 'X']",1.0,1.0
58,96,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
58,96,O,2,"['O', ' ', 'O', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
58,96,O,1,"['O', 'O', 'O', ' ', ' ', 'X', ' ', ' ', 'X']",0.0,0.0
58,97,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",-1.0,-1.0
58,97,X,8,"['X', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,-1.0
58,97,X,7,"['X', ' ', ' ', 'O', ' ', ' ', 'O', 'X', 'X']",1.0,0.0
58,97,X,5,"['X', ' ', 'O', 'O', ' ', 'X', 'O', 'X', 'X']",0.0,0.0
58,97,X,4,"['X', 'O', 'O', 'O', 'X', 'X', 'O', 'X', 'X']",0.0,0.0
58,98,O,4,"[' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ']",0.0,0.0
58,98,O,8,"[' ', ' ', ' ', ' ', 'O', ' ', ' ', 'X', 'O']",0.0,0.0
58,98,O,2,"['X', ' ', 'O', ' ', 'O', ' ', ' ', 'X', 'O']",0.0,0.0
58,98,O,1,"['X', 'O', 'O', 'X', 'O', ' ', ' ', 'X', 'O']",-1.0,-1.0
58,99,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
58,99,X,8,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', 'O', 'X']",0.0,0.0
58,99,X,6,"[' ', ' ', 'O', ' ', 'X', ' ', 'X', 'O', 'X']",0.0,0.0
58,99,X,5,"[' ', 'O', 'O', ' ', 'X', 'X', 'X', 'O', 'X']",-1.0,-1.0
58,99,X,0,"['X', 'O', 'O', 'O', 'X', 'X', 'X', 'O', 'X']",0.0,-1.0
58,100,O,4,"[' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ']",0.0,0.0
58,100,O,7,"[' ', ' ', ' ', 'X', 'O', ' ', ' ', 'O', ' ']",0.0,0.0
58,100,O,0,"['O', ' ', ' ', 'X', 'O', ' ', 'X', 'O', ' ']",0.0,0.0
58,100,O,8,"['O', ' ', ' ', 'X', 'O', 'X', 'X', 'O', 'O']",0.0,0.0
59,1,X,7,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
59,1,X,5,"['O', ' ', ' ', ' ', ' ', 'X', ' ', 'X', ' ']",0.0,0.0
59,1,X,2,"['O', ' ', 'X', ' ', ' ', 'X', ' ', 'X', 'O']",0.0,0.0
59,2,O,6,"[' ', ' ', ' ', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
59,2,O,2,"[' ', ' ', 'O', 'X', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
59,2,O,7,"[' ', ' ', 'O', 'X', ' ', ' ', 'O', 'O', 'X']",0.0,0.0
59,2,O,5,"[' ', ' ', 'O', 'X', 'X', 'O', 'O', 'O', 'X']",0.0,0.0
59,3,X,4,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
59,3,X,2,"['O', ' ', 'X', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
59,3,X,8,"['O', 'O', 'X', ' ', 'X', ' ', ' ', ' ', 'X']",1.0,1.0
59,3,X,6,"['O', 'O', 'X', ' ', 'X', 'O', 'X', ' ', 'X']",1.0,2.0
59,4,O,4,"[' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ']",0.0,0.0
59,4,O,0,"['O', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
59,4,O,5,"['O', ' ', ' ', ' ', 'O', 'O', ' ', 'X', 'X']",0.0,0.0
59,4,O,2,"['O', 'X', 'O', ' ', 'O', 'O', ' ', 'X', 'X']",1.0,1.0
59,4,O,6,"['O', 'X', 'O', 'X', 'O', 'O', 'O', 'X', 'X']",0.0,1.0
